,Nome,Sobrenome,Sexo,CPF,Idade,ID_Produto,Produto,Quantidade,Valor_Unitario,Total_Compra,Imposto_Produto,Cidade,Estado,Pais,Data,Forma_Pagamento
899,Marina,da Rocha,Feminino,391.085.426-51,29,09,Cadeira Gamer,2,900.0,1800.0,180.0,da Costa do Galho,AL,Brasil,2024-04-18,Credito
900,Calebe,Campos,Masculino,835.120.746-26,28,07,Mouse,1,80.0,80.0,8.0,da Rosa,RJ,Brasil,2024-02-28,Especie
901,Yuri,Pastor,Masculino,501.673.829-77,34,02,Smartphone,1,2000.0,2000.0,200.0,Monteiro de Gomes,AL,Brasil,2024-08-01,Especie
902,Rhavi,Porto,Masculino,948.765.012-11,48,09,Cadeira Gamer,3,900.0,2700.0,270.0,Rezende,MG,Brasil,2024-06-27,Especie
903,Mateus,Mendes,Masculino,423.786.910-50,39,02,Smartphone,2,2000.0,4000.0,400.0,da Conceição de Minas,RN,Brasil,2024-02-08,Especie
904,Asafe,Azevedo,Masculino,610.457.823-35,35,01,Notebook,3,3500.0,10500.0,1050.0,Montenegro,MA,Brasil,2024-10-02,PIX
905,Lavínia,Oliveira,Feminino,450.197.623-34,57,01,Notebook,1,3500.0,3500.0,350.0,Pinto,PE,Brasil,2024-04-20,Credito
906,Ana Luiza,Dias,Feminino,654.379.018-01,43,02,Smartphone,1,2000.0,2000.0,200.0,da Mata,PE,Brasil,2024-06-11,Credito
907,Ágatha,Cirino,Feminino,253.864.971-46,44,10,Suporte Monitor,1,150.0,150.0,15.0,Caldeira Verde,CE,Brasil,2024-11-29,Especie
908,Maria Luiza,Costela,Feminino,910.573.846-66,31,04,Impressora,1,800.0,800.0,80.0,da Costa Alegre,AL,Brasil,2024-12-29,Credito
909,Luiz Fernando,Duarte,Masculino,802.147.956-67,41,05,Monitor,2,950.0,1900.0,190.0,Rocha,SC,Brasil,2024-07-12,Debito
910,Hadassa,Aparecida,Feminino,925.784.163-46,42,01,Notebook,2,3500.0,7000.0,700.0,Rios da Praia,DF,Brasil,2024-02-29,Debito
911,Rodrigo,Guerra,Masculino,358.724.019-14,32,09,Cadeira Gamer,1,900.0,900.0,90.0,Barros,SE,Brasil,2024-08-30,Credito
912,Ana Liz,Garcia,Feminino,106.825.794-67,47,03,Tablet,1,3000.0,3000.0,300.0,Vasconcelos,MA,Brasil,2024-12-16,Debito
913,Antônio,da Mata,Masculino,835.029.617-86,59,02,Smartphone,3,2000.0,6000.0,600.0,Leão do Amparo,GO,Brasil,2024-05-15,Credito
914,Lunna,Abreu,Feminino,310.869.725-03,53,10,Suporte Monitor,3,150.0,450.0,45.0,Leão,TO,Brasil,2024-05-26,PIX
915,Benjamin,Cirino,Masculino,584.903.617-20,26,07,Mouse,1,80.0,80.0,8.0,Monteiro,MT,Brasil,2024-09-08,PIX
916,Ana Vitória,Almeida,Feminino,095.842.736-47,36,10,Suporte Monitor,1,150.0,150.0,15.0,da Paz,PE,Brasil,2024-02-19,Debito
917,Isaque,Lima,Masculino,431.905.627-25,55,06,Teclado,2,200.0,400.0,40.0,Costa,SP,Brasil,2024-01-10,Especie
918,Alana,Dias,Feminino,034.789.562-00,60,07,Mouse,3,80.0,240.0,24.0,Lopes de Silveira,CE,Brasil,2024-03-14,PIX
919,Eduardo,Rocha,Masculino,067.153.942-61,41,10,Suporte Monitor,2,150.0,300.0,30.0,Novais da Mata,PB,Brasil,2024-08-11,Especie
920,Nicole,Moura,Feminino,613.204.857-07,36,03,Tablet,3,3000.0,9000.0,900.0,Pereira,PR,Brasil,2024-08-15,Especie
921,Gael Henrique,da Rosa,Masculino,945.716.280-30,33,09,Cadeira Gamer,2,900.0,1800.0,180.0,Pimenta de Goiás,PR,Brasil,2024-06-04,Especie
922,Alícia,Lopes,Feminino,390.518.462-15,40,02,Smartphone,2,2000.0,4000.0,400.0,Pacheco,BA,Brasil,2024-09-18,Especie
923,André,da Rosa,Masculino,108.257.643-35,36,05,Monitor,1,950.0,950.0,95.0,da Costa,PB,Brasil,2024-09-23,Debito
924,Alice,Almeida,Feminino,931.542.680-06,47,10,Suporte Monitor,1,150.0,150.0,15.0,Monteiro,AC,Brasil,2024-02-23,Debito
925,Rafael,Sales,Masculino,174.902.385-79,59,04,Impressora,1,800.0,800.0,80.0,Viana Verde,MA,Brasil,2024-08-25,PIX
926,Esther,Viana,Feminino,058.642.397-47,43,02,Smartphone,1,2000.0,2000.0,200.0,Moraes Paulista,MT,Brasil,2024-12-02,Debito
927,Lunna,Oliveira,Feminino,785.263.014-62,38,10,Suporte Monitor,3,150.0,450.0,45.0,Moreira,PA,Brasil,2024-09-20,Credito
928,Gael Henrique,Pires,Masculino,481.706.953-84,45,06,Teclado,1,200.0,200.0,20.0,Martins,TO,Brasil,2024-04-18,Credito
929,Heloísa,Barros,Feminino,584.296.301-98,21,03,Tablet,3,3000.0,9000.0,900.0,Silva de Ribeiro,PE,Brasil,2024-09-23,Credito
930,Eduardo,Sales,Masculino,185.742.396-82,27,09,Cadeira Gamer,1,900.0,900.0,90.0,Oliveira,AL,Brasil,2024-10-28,PIX
931,Isabela,Brito,Feminino,290.186.537-21,31,02,Smartphone,1,2000.0,2000.0,200.0,Câmara,PA,Brasil,2024-02-07,Credito
932,João Vitor,Nunes,Masculino,284.935.761-82,51,04,Impressora,3,800.0,2400.0,240.0,Teixeira,CE,Brasil,2024-10-19,Credito
933,Diogo,Câmara,Masculino,025.369.178-86,42,01,Notebook,1,3500.0,3500.0,350.0,Fernandes,BA,Brasil,2024-12-12,Credito
934,Raul,Siqueira,Masculino,309.526.418-60,43,04,Impressora,3,800.0,2400.0,240.0,Castro de da Cunha,MG,Brasil,2024-03-23,Debito
935,Leandro,Novais,Masculino,281.456.739-09,19,08,HeadSet,1,250.0,250.0,25.0,Nascimento,GO,Brasil,2024-06-06,Debito
936,Ana Beatriz,Costa,Feminino,921.856.437-46,58,01,Notebook,2,3500.0,7000.0,700.0,da Rocha,PR,Brasil,2024-06-21,Debito
937,Maria Sophia,Castro,Feminino,764.231.058-71,55,09,Cadeira Gamer,3,900.0,2700.0,270.0,Rodrigues,TO,Brasil,2024-11-22,Especie
938,Diogo,Vargas,Masculino,285.047.193-32,58,05,Monitor,1,950.0,950.0,95.0,Rodrigues,PB,Brasil,2024-11-29,Debito
939,Guilherme,Silva,Masculino,361.402.795-34,44,07,Mouse,1,80.0,80.0,8.0,Freitas da Praia,MG,Brasil,2024-04-25,PIX
940,Kevin,da Cruz,Masculino,130.764.825-80,22,04,Impressora,2,800.0,1600.0,160.0,Cavalcanti,CE,Brasil,2024-12-03,Debito
941,Giovanna,Gomes,Feminino,520.143.986-15,23,02,Smartphone,3,2000.0,6000.0,600.0,Rios de Goiás,RR,Brasil,2024-07-12,Credito
942,Heloísa,da Mata,Feminino,175.362.480-08,36,08,HeadSet,1,250.0,250.0,25.0,Sampaio,BA,Brasil,2024-08-06,PIX
943,Alexandre,Oliveira,Masculino,729.450.163-70,23,05,Monitor,3,950.0,2850.0,285.0,Montenegro de Abreu,SC,Brasil,2024-05-05,PIX
944,Vitor,Ribeiro,Masculino,319.027.654-43,42,02,Smartphone,3,2000.0,6000.0,600.0,Borges do Oeste,SE,Brasil,2024-07-02,PIX
945,Théo,Rezende,Masculino,973.810.546-39,43,04,Impressora,2,800.0,1600.0,160.0,Duarte,PA,Brasil,2024-03-06,Credito
946,Igor,Aragão,Masculino,571.263.894-00,52,09,Cadeira Gamer,1,900.0,900.0,90.0,Nunes de Moura,RO,Brasil,2024-05-07,Credito
947,Agatha,Novaes,Feminino,760.294.513-16,54,01,Notebook,1,3500.0,3500.0,350.0,Jesus Alegre,MA,Brasil,2024-07-21,PIX
948,Ana Vitória,Novaes,Feminino,479.183.265-55,51,07,Mouse,3,80.0,240.0,24.0,Rocha do Norte,RN,Brasil,2024-12-23,Debito
949,Joaquim,Ferreira,Masculino,690.527.348-10,55,05,Monitor,2,950.0,1900.0,190.0,da Rocha Alegre,MA,Brasil,2024-02-26,Debito
950,Isabela,Farias,Feminino,508.394.176-75,51,08,HeadSet,1,250.0,250.0,25.0,Rocha Paulista,SP,Brasil,2024-03-13,Especie
951,Enrico,Machado,Masculino,364.051.298-70,47,05,Monitor,2,950.0,1900.0,190.0,Vieira,RO,Brasil,2024-03-20,PIX
952,Anthony Gabriel,Oliveira,Masculino,761.530.824-08,44,10,Suporte Monitor,3,150.0,450.0,45.0,Campos,AL,Brasil,2024-06-30,Especie
953,João Felipe,Moura,Masculino,705.624.193-06,30,05,Monitor,1,950.0,950.0,95.0,Souza,PE,Brasil,2024-04-20,PIX
954,Leonardo,Santos,Masculino,059.147.628-20,39,05,Monitor,2,950.0,1900.0,190.0,Moreira,PB,Brasil,2024-05-14,PIX
955,Bella,Fonseca,Feminino,493.615.820-89,29,01,Notebook,1,3500.0,3500.0,350.0,Santos do Amparo,GO,Brasil,2024-05-07,Especie
956,Jade,Marques,Feminino,153.628.407-62,57,08,HeadSet,2,250.0,500.0,50.0,Monteiro,MS,Brasil,2024-12-25,Especie
957,Antony,Caldeira,Masculino,502.384.769-10,59,04,Impressora,1,800.0,800.0,80.0,Vargas de da Conceição,DF,Brasil,2024-04-16,Especie
958,Ana Lívia,Correia,Feminino,725.941.306-99,40,02,Smartphone,1,2000.0,2000.0,200.0,Cavalcante,AP,Brasil,2024-09-27,PIX
959,Maysa,Leão,Feminino,326.951.870-68,32,03,Tablet,3,3000.0,9000.0,900.0,Almeida,AC,Brasil,2024-01-27,Credito
960,Caio,Nunes,Masculino,278.035.491-79,30,06,Teclado,3,200.0,600.0,60.0,Novaes de Farias,BA,Brasil,2024-01-07,Especie
961,Bruno,Mendes,Masculino,140.839.527-41,23,01,Notebook,1,3500.0,3500.0,350.0,da Paz do Campo,MS,Brasil,2024-10-25,Debito
962,Cecilia,das Neves,Feminino,923.064.157-06,54,08,HeadSet,2,250.0,500.0,50.0,Alves das Pedras,BA,Brasil,2024-11-30,Especie
963,Diego,Rocha,Masculino,487.013.692-96,34,02,Smartphone,3,2000.0,6000.0,600.0,Dias,AL,Brasil,2024-10-26,Debito
964,Luiza,Brito,Feminino,934.275.608-56,47,08,HeadSet,1,250.0,250.0,25.0,Peixoto,BA,Brasil,2024-01-06,PIX
965,Vinicius,Albuquerque,Masculino,407.912.536-43,41,05,Monitor,1,950.0,950.0,95.0,Cunha do Amparo,ES,Brasil,2024-05-17,Credito
966,Lunna,da Luz,Feminino,930.748.562-38,20,01,Notebook,1,3500.0,3500.0,350.0,Sá de Sales,PE,Brasil,2024-10-13,Credito
967,Melissa,Farias,Feminino,950.163.472-80,34,06,Teclado,3,200.0,600.0,60.0,Gonçalves Paulista,MT,Brasil,2024-08-09,Debito
968,Pedro Miguel,Nunes,Masculino,410.873.956-66,23,03,Tablet,1,3000.0,3000.0,300.0,Jesus de Montenegro,PE,Brasil,2024-03-25,PIX
969,Henry,Andrade,Masculino,985.023.467-92,25,08,HeadSet,1,250.0,250.0,25.0,Azevedo das Pedras,PI,Brasil,2024-05-06,PIX
970,Theo,Abreu,Masculino,045.129.873-04,31,08,HeadSet,2,250.0,500.0,50.0,Guerra,RR,Brasil,2024-04-06,Debito
971,Vitória,Teixeira,Feminino,307.624.859-65,60,06,Teclado,2,200.0,400.0,40.0,Alves de Mendonça,MA,Brasil,2024-09-20,Debito
972,Eduardo,Freitas,Masculino,102.865.347-62,42,06,Teclado,3,200.0,600.0,60.0,Sá,TO,Brasil,2024-12-12,PIX
973,Melina,Albuquerque,Feminino,120.598.746-02,19,04,Impressora,2,800.0,1600.0,160.0,Vasconcelos,TO,Brasil,2024-01-23,Debito
974,Benjamin,Pires,Masculino,758.236.109-12,50,06,Teclado,1,200.0,200.0,20.0,Almeida,RO,Brasil,2024-09-20,Especie
975,Matheus,Barbosa,Masculino,235.869.140-24,19,03,Tablet,2,3000.0,6000.0,600.0,Monteiro,BA,Brasil,2024-10-12,Especie
976,Maria Luísa,Nunes,Feminino,564.317.029-99,42,09,Cadeira Gamer,1,900.0,900.0,90.0,Moraes do Galho,RR,Brasil,2024-08-23,Credito
977,Liz,da Costa,Feminino,028.761.435-26,22,06,Teclado,2,200.0,400.0,40.0,Barbosa,MG,Brasil,2024-07-27,Especie
978,Ana Vitória,Jesus,Feminino,316.798.425-28,49,01,Notebook,3,3500.0,10500.0,1050.0,Martins de Jesus,MT,Brasil,2024-04-30,PIX
979,Olivia,Mendes,Feminino,795.341.860-66,19,01,Notebook,2,3500.0,7000.0,700.0,Caldeira das Pedras,RR,Brasil,2024-09-17,PIX
980,Maysa,Cavalcanti,Feminino,328.457.061-62,59,01,Notebook,3,3500.0,10500.0,1050.0,Melo Paulista,RS,Brasil,2024-07-28,Especie
981,Lucas Gabriel,Pacheco,Masculino,365.879.201-95,44,08,HeadSet,2,250.0,500.0,50.0,Nunes,RJ,Brasil,2024-09-11,PIX
982,Cecilia,Costa,Feminino,785.603.149-20,49,08,HeadSet,1,250.0,250.0,25.0,Cirino de Goiás,CE,Brasil,2024-07-18,Debito
983,Ísis,Freitas,Feminino,309.726.158-30,36,05,Monitor,3,950.0,2850.0,285.0,Abreu,PA,Brasil,2024-03-28,PIX
984,Daniela,Vargas,Feminino,041.968.325-98,33,05,Monitor,2,950.0,1900.0,190.0,Freitas das Pedras,AP,Brasil,2024-09-13,PIX
985,Vitor Gabriel,Ferreira,Masculino,289.635.401-89,21,10,Suporte Monitor,1,150.0,150.0,15.0,Dias do Campo,TO,Brasil,2024-01-29,Debito
986,João Pedro,Pacheco,Masculino,937.410.862-31,18,04,Impressora,2,800.0,1600.0,160.0,Camargo de Rios,PA,Brasil,2024-12-22,Especie
987,Anthony,Nunes,Masculino,089.234.651-51,24,03,Tablet,2,3000.0,6000.0,600.0,Garcia,MG,Brasil,2024-10-22,Credito
988,Yago,Siqueira,Masculino,457.903.261-61,36,06,Teclado,3,200.0,600.0,60.0,Borges de Minas,PA,Brasil,2024-11-29,PIX
989,Benicio,Sales,Masculino,468.950.137-84,35,02,Smartphone,2,2000.0,4000.0,400.0,Leão,DF,Brasil,2024-03-04,Credito
990,Augusto,da Rosa,Masculino,653.820.417-17,26,05,Monitor,2,950.0,1900.0,190.0,Câmara de Goiás,MA,Brasil,2024-12-26,Credito
991,Cecília,Pires,Feminino,248.695.310-89,27,02,Smartphone,1,2000.0,2000.0,200.0,Fernandes de Duarte,MA,Brasil,2024-10-15,Debito
992,Gabrielly,Ramos,Feminino,291.307.685-86,57,06,Teclado,3,200.0,600.0,60.0,Vargas,PR,Brasil,2024-12-22,Debito
993,Isadora,da Mata,Feminino,265.379.018-12,39,07,Mouse,1,80.0,80.0,8.0,Fernandes,SE,Brasil,2024-06-02,Debito
994,Zoe,Cassiano,Feminino,365.280.914-98,31,03,Tablet,1,3000.0,3000.0,300.0,da Rosa,SC,Brasil,2024-03-10,Especie
995,Ana Laura,Araújo,Feminino,659.701.384-01,43,10,Suporte Monitor,3,150.0,450.0,45.0,Lima dos Dourados,TO,Brasil,2024-09-29,Especie
996,Vitor Gabriel,Casa Grande,Masculino,782.516.340-08,57,01,Notebook,3,3500.0,10500.0,1050.0,Moreira,MA,Brasil,2024-03-19,Especie
997,Maria Alice,Alves,Feminino,213.769.805-68,46,04,Impressora,3,800.0,2400.0,240.0,Azevedo,RR,Brasil,2024-12-21,Credito
998,Isabella,da Rosa,Feminino,724.650.389-74,32,10,Suporte Monitor,1,150.0,150.0,15.0,da Mota do Galho,RN,Brasil,2024-01-14,Credito
